title,price,brand,story_description,category,sub_category,image_urls,size_title,size,description,id
Stone Brown Ditsy Printed Premium Cotton Crop Top,"1,297",Frenchcrown," Story Step into bohemian charm with our Stone Brown Ditsy Printed Premium Cotton Crop Top. This
stylish crop top features a ditsy print in earthy stone brown tones, adding a touch of
vintage-inspired elegance to your outfit. Crafted from premium cotton, it offers comfort and
breathability for those sunny days. Embrace your free-spirited style with this trendy and versatile
piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP065_1_360x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_1_800x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_2_800x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_4_800x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_5_800x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_6_800x.jpg?v=1688209873, https://frenchcrown.in/cdn/shop/products/WTP065_7_800x.jpg?v=1688209873",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Step into bohemian charm with our Stone Brown Ditsy Printed Premium Cotton Crop Top. This stylish
crop top features a ditsy print in earthy stone brown tones, adding a touch of vintage-inspired
elegance to your outfit. Crafted from premium cotton, it offers comfort and breathability for those
sunny days. Embrace your free-spirited style with this trendy and versatile piece.",1688209873
Sandstone Brown and Iridium Gray Denim Top,"2,597",Frenchcrown," Story Introducing our Sandstone Brown and Iridium Gray Denim Top, featuring a stunning floral
stitched design. This exquisite top showcases a captivating blend of sandstone brown and iridium
gray, while the floral stitching adds a touch of elegance and femininity. Elevate your style with
this chic and fashionable piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP052_1_360x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_1_800x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_2_800x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_4_800x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_5_800x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_6_800x.jpg?v=1688209590, https://frenchcrown.in/cdn/shop/products/WTP052_7_800x.jpg?v=1688209590",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Introducing our Sandstone Brown and Iridium Gray Denim Top, featuring a stunning floral stitched
design. This exquisite top showcases a captivating blend of sandstone brown and iridium gray, while
the floral stitching adds a touch of elegance and femininity. Elevate your style with this chic and
fashionable piece.",1688209590
Sandrift Brown and White Premium Cotton Checkered Crop Top,"1,297",Frenchcrown," Story Add a touch of retro charm to your wardrobe with our Sandrift Brown and White Premium Cotton
Checkered Crop Top. This trendy crop top features a classic checkered pattern in sandrift brown
base, offering a playful and stylish look. Crafted from premium cotton, it ensures both comfort and
versatility. Upgrade your fashion game with this must-have crop top.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP063_1_360x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_1_800x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_2_800x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_4_800x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_5_800x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_6_800x.jpg?v=1688209823, https://frenchcrown.in/cdn/shop/products/WTP063_7_800x.jpg?v=1688209823",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a touch of retro charm to your wardrobe with our Sandrift Brown and White Premium Cotton
Checkered Crop Top. This trendy crop top features a classic checkered pattern in sandrift brown
base, offering a playful and stylish look. Crafted from premium cotton, it ensures both comfort and
versatility. Upgrade your fashion game with this must-have crop top.",1688209823
Rhino Blue with Venus Gray Denim Top,"2,597",Frenchcrown," Story Unleash your style with our Rhino Blue with Venus Gray Denim Top, featuring a beautiful
stitched design. This eye-catching top combines the boldness of rhino blue with the sophistication
of venus gray, creating a captivating color combination. With its intricate stitched design, it
effortlessly adds a touch of artistry to your ensemble. Elevate your fashion game with this chic and
trendy piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP053_1_360x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_1_800x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_2_800x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_4_800x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_5_800x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_6_800x.jpg?v=1688209618, https://frenchcrown.in/cdn/shop/products/WTP053_7_800x.jpg?v=1688209618",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Unleash your style with our Rhino Blue with Venus Gray Denim Top, featuring a beautiful stitched
design. This eye-catching top combines the boldness of rhino blue with the sophistication of venus
gray, creating a captivating color combination. With its intricate stitched design, it effortlessly
adds a touch of artistry to your ensemble. Elevate your fashion game with this chic and trendy
piece.",1688209618
Oasis Beige Jersey Signature T-shirt,"1,297",Frenchcrown," Story Step into comfort and style with our Oasis beige Jersey Signature T-shirt for women. Crafted
with heavyweight jersey fabric, this tee offers a relaxed fit and effortless elegance. Featuring our
brand name at the back, it adds a touch of exclusivity to your outfit. Elevate your wardrobe with
this essential piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/files/WTP049_1_360x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/files/WTP049_1_800x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/products/WTP049_8_800x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/products/WTP049_10_800x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/products/WTP049_11_800x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/products/WTP049_12_800x.jpg?v=1688209757, https://frenchcrown.in/cdn/shop/products/WTP049_13_800x.jpg?v=1688209757",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Step into comfort and style with our Oasis beige Jersey Signature T-shirt for women. Crafted with
heavyweight jersey fabric, this tee offers a relaxed fit and effortless elegance. Featuring our
brand name at the back, it adds a touch of exclusivity to your outfit. Elevate your wardrobe with
this essential piece.",1688209757
Limed Spurce Blue with Battleship Green Denim Top,"2,597",Frenchcrown," Story Elevate your style with our Limed Spruce Blue with Battleship Green Denim Top for women. This
chic top features a beautiful stitched design, adding a touch of artistry to the unique color
combination. Crafted with attention to detail, it effortlessly blends fashion and comfort. Make a
statement with this versatile and stylish piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP050_1_360x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_1_800x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_2_800x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_4_800x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_5_800x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_6_800x.jpg?v=1688209537, https://frenchcrown.in/cdn/shop/products/WTP050_7_800x.jpg?v=1688209537",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your style with our Limed Spruce Blue with Battleship Green Denim Top for women. This chic
top features a beautiful stitched design, adding a touch of artistry to the unique color
combination. Crafted with attention to detail, it effortlessly blends fashion and comfort. Make a
statement with this versatile and stylish piece.",1688209537
Heather Gray Denim Top,"2,597",Frenchcrown," Story Elevate your casual chic with our Heather Gray Denim Top, featuring a beautiful stitched
design. This versatile top combines the comfort of heather gray denim with the artistry of intricate
stitching. Whether paired with jeans or leggings, it effortlessly adds a touch of elegance to any
outfit. Upgrade your wardrobe with this stylish and trendy piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP047_1_360x.jpg?v=1688209468, https://frenchcrown.in/cdn/shop/products/WTP047_1_800x.jpg?v=1688209468, https://frenchcrown.in/cdn/shop/products/WTP047_2_800x.jpg?v=1688209468, https://frenchcrown.in/cdn/shop/products/WTP047_4_800x.jpg?v=1688209468, https://frenchcrown.in/cdn/shop/products/WTP047_5_800x.jpg?v=1688209468, https://frenchcrown.in/cdn/shop/products/WTP047_6_800x.jpg?v=1688209468",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your casual chic with our Heather Gray Denim Top, featuring a beautiful stitched design.
This versatile top combines the comfort of heather gray denim with the artistry of intricate
stitching. Whether paired with jeans or leggings, it effortlessly adds a touch of elegance to any
outfit. Upgrade your wardrobe with this stylish and trendy piece.",1688209468
Cosmos Peach with Cavern Pink Striped Jersey T-shirt,"1,297",Frenchcrown," Story Elevate your casual chic with our Cosmos peach with Cavern Pink Striped Jersey T-shirt for
women. This trendy tee showcases a captivating striped pattern in cavern pink. Designed with a
ribbed collar and a small black patch pocket, it effortlessly combines comfort and style. Enhance
your wardrobe with this versatile and fashionable piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP048_1_360x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_1_800x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_2_800x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_4_800x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_5_800x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_6_800x.jpg?v=1688209489, https://frenchcrown.in/cdn/shop/products/WTP048_7_800x.jpg?v=1688209489",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your casual chic with our Cosmos peach with Cavern Pink Striped Jersey T-shirt for women.
This trendy tee showcases a captivating striped pattern in cavern pink. Designed with a ribbed
collar and a small black patch pocket, it effortlessly combines comfort and style. Enhance your
wardrobe with this versatile and fashionable piece.",1688209489
Chicago Gray Printed Premium Cotton Crop Top,"1,297",Frenchcrown," Story Make a fashion statement with our Chicago Gray Printed Premium Cotton Crop Top. This chic
crop top features a captivating print in C gray, adding a modern and stylish touch to your ensemble.
Crafted from premium cotton, it offers comfort and breathability for all-day wear. Elevate your
wardrobe with this trendy and versatile piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP066_1_360x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_1_800x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_2_800x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_4_800x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_5_800x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_6_800x.jpg?v=1688209896, https://frenchcrown.in/cdn/shop/products/WTP066_7_800x.jpg?v=1688209896",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make a fashion statement with our Chicago Gray Printed Premium Cotton Crop Top. This chic crop top
features a captivating print in C gray, adding a modern and stylish touch to your ensemble. Crafted
from premium cotton, it offers comfort and breathability for all-day wear. Elevate your wardrobe
with this trendy and versatile piece.",1688209896
Tiara Blue Denim Jumpsuit,"2,497",Frenchcrown," Story Channel effortless cool with our Tiara Blue Denim Jumpsuit. This versatile piece combines the
timeless appeal of denim with a refreshing Tiara Blue hue. Whether you're going for a casual day out
or a stylish evening look, this jumpsuit is the perfect choice. Embrace comfort, style, and
versatility with this must-have addition to your wardrobe.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD062_1_360x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_1_800x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_2_800x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_4_800x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_5_800x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_6_800x.jpg?v=1688209800, https://frenchcrown.in/cdn/shop/products/WD062_7_800x.jpg?v=1688209800",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Channel effortless cool with our Tiara Blue Denim Jumpsuit. This versatile piece combines the
timeless appeal of denim with a refreshing Tiara Blue hue. Whether you're going for a casual day out
or a stylish evening look, this jumpsuit is the perfect choice. Embrace comfort, style, and
versatility with this must-have addition to your wardrobe.",1688209800
Heavy Metal Black Striped Dobby Premium Giza Cotton Dress,"2,297",Frenchcrown," Story Unleash your inner rockstar with our Heavy Metal Black Striped Premium Giza Cotton Dress.
This edgy and stylish dress features bold stripes that exude attitude and confidence. Crafted from
premium Giza cotton with textured pattern, it offers a luxurious feel and exceptional comfort. Step
into the spotlight and rock your fashion game with this statement-making piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD059_1_360x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_1_800x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_2_800x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_4_800x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_5_800x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_6_800x.jpg?v=1688209746, https://frenchcrown.in/cdn/shop/products/WD059_7_800x.jpg?v=1688209746",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Unleash your inner rockstar with our Heavy Metal Black Striped Premium Giza Cotton Dress. This edgy
and stylish dress features bold stripes that exude attitude and confidence. Crafted from premium
Giza cotton with textured pattern, it offers a luxurious feel and exceptional comfort. Step into the
spotlight and rock your fashion game with this statement-making piece.",1688209746
Gunmetal Black Denim Jumpsuit,"2,497",Frenchcrown," Story Channel effortless cool with our Gunmetal Black Denim Jumpsuit. This versatile piece combines
the timeless appeal of denim with a refreshing Gunmetal Black hue. Whether you're going for a casual
day out or a stylish evening look, this jumpsuit is the perfect choice. Embrace comfort, style, and
versatility with this must-have addition to your wardrobe.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD061_1_360x.jpg?v=1688209782, https://frenchcrown.in/cdn/shop/products/WD061_1_800x.jpg?v=1688209782, https://frenchcrown.in/cdn/shop/products/WD061_2_800x.jpg?v=1688209782, https://frenchcrown.in/cdn/shop/products/WD061_4_800x.jpg?v=1688209782, https://frenchcrown.in/cdn/shop/products/WD061_5_800x.jpg?v=1688209782, https://frenchcrown.in/cdn/shop/files/WD061_6_800x.jpg?v=1688211313, https://frenchcrown.in/cdn/shop/products/WD061_7_800x.jpg?v=1688211313",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Channel effortless cool with our Gunmetal Black Denim Jumpsuit. This versatile piece combines the
timeless appeal of denim with a refreshing Gunmetal Black hue. Whether you're going for a casual day
out or a stylish evening look, this jumpsuit is the perfect choice. Embrace comfort, style, and
versatility with this must-have addition to your wardrobe.",1688209782
Amulet Green and White Printed Premium Cotton Crop Top,"1,297",Frenchcrown," Story Elevate your summer style with our Amulet Green and White Printed Premium Cotton Crop Top.
This vibrant and trendy crop top features a captivating print in amulet green base, adding a playful
and refreshing touch to your ensemble. Crafted from premium cotton, it offers comfort and
breathability for those warm days. Stand out from the crowd with this chic and fashionable piece.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP064_1_360x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_1_800x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_2_800x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_4_800x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_5_800x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_6_800x.jpg?v=1688209848, https://frenchcrown.in/cdn/shop/products/WTP064_7_800x.jpg?v=1688209848",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Elevate your summer style with our Amulet Green and White Printed Premium Cotton Crop Top. This
vibrant and trendy crop top features a captivating print in amulet green base, adding a playful and
refreshing touch to your ensemble. Crafted from premium cotton, it offers comfort and breathability
for those warm days. Stand out from the crowd with this chic and fashionable piece.",1688209848
